YEARID	PARENTSTANDARDIDENTIFIER	IDENTIFIER	NAME	DESCRIPTION	SUBJECTAREA	CONVERSIONSCALEID	GRADESCALEITEMDCID	ISASSIGNMENTALLOWED	ISACTIVE	DISPLAYPOSITION	ISCOMMENTINCLUDED	MAXCOMMENTLENGTH	PRIMARYCOURSES	WEIGHT	ISCALCBYLOWERSTANDARD
32	CO	CO.B	Strand: B - EXPERIENTIAL LEARNING AND TRANSFER OF SKILLS AND KNOWLEDGE	EXPERIENTIAL LEARNING AND TRANSFER OF SKILLS AND KNOWLEDGE	Cooperative Education	22532	2173	1	1	220	0	4000	ENG2D8,AEA3O6,TDA3M6,HHG4M8,PAR4O8,PSK4U8,THJ4M8,ELS2O8,IDP4U8,DCO3O2,DCO3O1,ALC2O8,PAF1O8,CHG388,BOH4M6,TFB4E8,NDA3M6,CGW4C8,ELS2O6,BDV4C6,MHF4U6,PPI4T8,PSK4U6,HPD4C6,HIP4O6,FIF1D8,HHD3O8,TPJ4M6,PPZ3C8,HBD4T6,PLF4M8,HBD4T8,HNC3C8,ADP3M8,HIP4O8,TWJ4E6,HHS4C8,SCH3U1B,TTL4C8,HPD4C8,TCP3E8,HFC3M8,TTJ4E6,TTJ3E8,TMJ4C6,TMJ2O6,THS3M8,TGV3M8,TFJ4C8,TCC4E8,TCC4E6,SNC4E8,SNC4E6,SNC2L8,SCH4U6,ICS4U8,FSF2D8,FSF1P6,FIF4U8,FIF4U6,EWC4U6,ESLEO6,CLN4U6,CHA3U8,CGC1D6,BMX3E8,BDP3O8,AWM3M8,AWC2O6,AWA3O8,ADP4O8,TXJ4E8,TXJ3E8,TXJ3E6,TXJ2O8,TXJ2O6,TXH3E8,TWJ4E8,TWJ3E8,TWJ3E6,TTL3C8,TTJ4E8,TTJ4C8,TTJ4C6,TTJ3O8,TTJ3C8,TTJ3C6,TTJ2O8,TTJ2O6,TTJ1O8,TTA3C8,TPJ4M8,TPJ3M8,TOJ4C8,TMY3C8,TMJ4C8,TMJ3E8,TMJ3C8,TMJ3C6,TMJ2O8,TMJ1O8,TIJ1O8,TIJ1O6,THS4M8,THJ4E8,THJ3E8,TGV4M8,TGJ4M8,TGJ4M6,TGJ3M8,TGJ2O8,TFJ3E8,TFJ3C8,TFJ3C6,TFJ2O8,TFB3E8,TEJ4M8,TEJ2O8,TEJ1O8,TDJ4M8,TDJ3M8,TDJ3M6,TDJ2O8,TDJ2O6,TCJ4E6,TCJ4C8,TCJ3E8,TCJ3E6,TCJ3C8,TCJ3C6,TCJ2O8,TCJ2O6,SVN3E8,SVN3E6,SPH4U6,SPH4C8,SPH3U8,SNC4M6,SNC2P8,SNC2L6,SNC2D8,SNC2D6,SNC1P8,SNC1P6,SNC1L8,SNC1L6,SNC1D8,SNC1D6,SCH4U8,SCH4C8,SCH4C6,SCH3U8,SBI4U8,SBI3U8,SBI3U6,SBI3C8,SBI3C6,PPL4O8,PPL3O8,PPL3O6,PPL2O8,PPL2O6,PPL1O8,PPL1O6,PAL4O8,PAL3O8,PAL2O8,PAL1O8,PAI4O8,PAI3O8,PAF4O8,PAF3O8,PAF3O6,PAD3O8,PAD3O6,OLC4O8,OLC4O6,NDA3M8,MPM2D8,MPM1D8,MPM1D6,MHF4U8,MFM2P8,MFM2P6,MFM1P8,MFM1P6,MEL4E8,MEL3E8,MEL3E6,MDM4U8,MDM4U6,MCV4U8,MCT4C8,MCR3U8,MCF3M8,MCF3M6,MBF3C6,MAT2L8,MAT2L6,MAT1L8,MAT1L6,MAP4C8,MAP4C6,IDC4U8,IDC4U6,ICS3U8,ICS3C8,HSP3U8,HSP3U6,HSP3C8,HPW3C8,HPD4E8,HPC3O8,HPC3O6,HIP3E8,HIF2O8,HIF1O8,HIF1O6,HFN2O8,HFN2O6,HFC3E8,HFC3E6,HFA4U8,HFA4C8,HFA4C6,GWL3O8,GWL3O6,GPP3O8,GPP3O6,GLS4O8,GLS4O6,GLS1O8,GLS1O6,GLN4O6,GLE3O8,GLE3O6,GLE2O6,GLE1O8,GLE1O6,GLD2O6,GLC2O6,FSF4U8,FIF3U8,FIF2D8,ENG4U6,ENG4E6,ENG4C8,ENG4C6,ENG3U8,ENG3U6,ENG3E6,ENG3C8,ENG3C6,ENG2P8,ENG2P6,ENG2L6,ENG2D6,ENG1P6,ENG1L6,ENG1D6,CLU3M8,CLU3M6,CLN4U8,CHV2O8,CHV2O6,CHC2P8,CHC2P6,CHC2L8,CGG3O8,CGF3M8,CGC1P8,CGC1P6,CGC1D8,BTT1O8,BTT1O6,BOH4M8,BMX3E6,BMI3C8,BMI3C6,BDI3C8,BDI3C6,BBI2O8,BBI2O6,BBB4M8,BAF3M8,BAF3M6,AWQ3M8,AWP3M1,AWK4M8,AWD4M8,AVI4M8,AVI4M6,AVI3O8,AVI3M8,AVI2O8,AVI2O6,AVI1O8,ASM4M8,ASM3O8,ASM3M8,ASM3M6,ASM2O8,AMV3M8,AMU4M8,AMU3M8,AMT4M8,AMT3O8,AMT3M8,AMI3M8,ADB4M8,ADB3O8,ADB3M8,ADA4M8,ADA3M8,ADA1O8,GLD2O8,TPJ3M6,TCJ4E8,GLN4O8,GLC2O8,ENG2L8,ENG1P8,ENG1L8,ENG1D8,MBF3C8,ENG4U8,ENG4E8,ENG3E8		1
32	CO	CO.B	Strand: B - EXPERIENTIAL LEARNING AND TRANSFER OF SKILLS AND KNOWLEDGE	EXPERIENTIAL LEARNING AND TRANSFER OF SKILLS AND KNOWLEDGE	Cooperative Education	22532	2173	1	1	220	0	4000	ENG2D8,AEA3O6,TDA3M6,HHG4M8,PAR4O8,PSK4U8,THJ4M8,ELS2O8,IDP4U8,DCO3O2,DCO3O1,ALC2O8,PAF1O8,CHG388,BOH4M6,TFB4E8,NDA3M6,CGW4C8,ELS2O6,BDV4C6,MHF4U6,PPI4T8,PSK4U6,HPD4C6,HIP4O6,FIF1D8,HHD3O8,TPJ4M6,PPZ3C8,HBD4T6,PLF4M8,HBD4T8,HNC3C8,ADP3M8,HIP4O8,TWJ4E6,HHS4C8,SCH3U1B,TTL4C8,HPD4C8,TCP3E8,HFC3M8,TTJ4E6,TTJ3E8,TMJ4C6,TMJ2O6,THS3M8,TGV3M8,TFJ4C8,TCC4E8,TCC4E6,SNC4E8,SNC4E6,SNC2L8,SCH4U6,ICS4U8,FSF2D8,FSF1P6,FIF4U8,FIF4U6,EWC4U6,ESLEO6,CLN4U6,CHA3U8,CGC1D6,BMX3E8,BDP3O8,AWM3M8,AWC2O6,AWA3O8,ADP4O8,TXJ4E8,TXJ3E8,TXJ3E6,TXJ2O8,TXJ2O6,TXH3E8,TWJ4E8,TWJ3E8,TWJ3E6,TTL3C8,TTJ4E8,TTJ4C8,TTJ4C6,TTJ3O8,TTJ3C8,TTJ3C6,TTJ2O8,TTJ2O6,TTJ1O8,TTA3C8,TPJ4M8,TPJ3M8,TOJ4C8,TMY3C8,TMJ4C8,TMJ3E8,TMJ3C8,TMJ3C6,TMJ2O8,TMJ1O8,TIJ1O8,TIJ1O6,THS4M8,THJ4E8,THJ3E8,TGV4M8,TGJ4M8,TGJ4M6,TGJ3M8,TGJ2O8,TFJ3E8,TFJ3C8,TFJ3C6,TFJ2O8,TFB3E8,TEJ4M8,TEJ2O8,TEJ1O8,TDJ4M8,TDJ3M8,TDJ3M6,TDJ2O8,TDJ2O6,TCJ4E6,TCJ4C8,TCJ3E8,TCJ3E6,TCJ3C8,TCJ3C6,TCJ2O8,TCJ2O6,SVN3E8,SVN3E6,SPH4U6,SPH4C8,SPH3U8,SNC4M6,SNC2P8,SNC2L6,SNC2D8,SNC2D6,SNC1P8,SNC1P6,SNC1L8,SNC1L6,SNC1D8,SNC1D6,SCH4U8,SCH4C8,SCH4C6,SCH3U8,SBI4U8,SBI3U8,SBI3U6,SBI3C8,SBI3C6,PPL4O8,PPL3O8,PPL3O6,PPL2O8,PPL2O6,PPL1O8,PPL1O6,PAL4O8,PAL3O8,PAL2O8,PAL1O8,PAI4O8,PAI3O8,PAF4O8,PAF3O8,PAF3O6,PAD3O8,PAD3O6,OLC4O8,OLC4O6,NDA3M8,MPM2D8,MPM1D8,MPM1D6,MHF4U8,MFM2P8,MFM2P6,MFM1P8,MFM1P6,MEL4E8,MEL3E8,MEL3E6,MDM4U8,MDM4U6,MCV4U8,MCT4C8,MCR3U8,MCF3M8,MCF3M6,MBF3C6,MAT2L8,MAT2L6,MAT1L8,MAT1L6,MAP4C8,MAP4C6,IDC4U8,IDC4U6,ICS3U8,ICS3C8,HSP3U8,HSP3U6,HSP3C8,HPW3C8,HPD4E8,HPC3O8,HPC3O6,HIP3E8,HIF2O8,HIF1O8,HIF1O6,HFN2O8,HFN2O6,HFC3E8,HFC3E6,HFA4U8,HFA4C8,HFA4C6,GWL3O8,GWL3O6,GPP3O8,GPP3O6,GLS4O8,GLS4O6,GLS1O8,GLS1O6,GLN4O6,GLE3O8,GLE3O6,GLE2O6,GLE1O8,GLE1O6,GLD2O6,GLC2O6,FSF4U8,FIF3U8,FIF2D8,ENG4U6,ENG4E6,ENG4C8,ENG4C6,ENG3U8,ENG3U6,ENG3E6,ENG3C8,ENG3C6,ENG2P8,ENG2P6,ENG2L6,ENG2D6,ENG1P6,ENG1L6,ENG1D6,CLU3M8,CLU3M6,CLN4U8,CHV2O8,CHV2O6,CHC2P8,CHC2P6,CHC2L8,CGG3O8,CGF3M8,CGC1P8,CGC1P6,CGC1D8,BTT1O8,BTT1O6,BOH4M8,BMX3E6,BMI3C8,BMI3C6,BDI3C8,BDI3C6,BBI2O8,BBI2O6,BBB4M8,BAF3M8,BAF3M6,AWQ3M8,AWP3M1,AWK4M8,AWD4M8,AVI4M8,AVI4M6,AVI3O8,AVI3M8,AVI2O8,AVI2O6,AVI1O8,ASM4M8,ASM3O8,ASM3M8,ASM3M6,ASM2O8,AMV3M8,AMU4M8,AMU3M8,AMT4M8,AMT3O8,AMT3M8,AMI3M8,ADB4M8,ADB3O8,ADB3M8,ADA4M8,ADA3M8,ADA1O8,GLD2O8,TPJ3M6,TCJ4E8,GLN4O8,GLC2O8,ENG2L8,ENG1P8,ENG1L8,ENG1D8,MBF3C8,ENG4U8,ENG4E8,ENG3E8	1	1
32	CO.B	CO.B.1	B.1 - The Student’s Cooperative Education Learning Plan	The Student’s Cooperative Education Learning Plan: develop, implement, and reflect on a  learning plan, including learning related to health, safety, and well-being and to relevant expectations from the related course or courses, to maximize success in the cooperative education experience	Cooperative Education	22532	2473	1	1	221	0	4000	ENG2D8,AEA3O6,TDA3M6,HHG4M8,PAR4O8,PSK4U8,THJ4M8,ELS2O8,IDP4U8,DCO3O2,DCO3O1,ALC2O8,PAF1O8,CHG388,BOH4M6,TFB4E8,NDA3M6,CGW4C8,ELS2O6,BDV4C6,MHF4U6,PPI4T8,PSK4U6,HPD4C6,HIP4O6,FIF1D8,HHD3O8,TPJ4M6,PPZ3C8,HBD4T6,PLF4M8,HBD4T8,HNC3C8,ADP3M8,HIP4O8,TWJ4E6,HHS4C8,SCH3U1B,TTL4C8,HPD4C8,TCP3E8,HFC3M8,TTJ4E6,TTJ3E8,TMJ4C6,TMJ2O6,THS3M8,TGV3M8,TFJ4C8,TCC4E8,TCC4E6,SNC4E8,SNC4E6,SNC2L8,SCH4U6,ICS4U8,FSF2D8,FSF1P6,FIF4U8,FIF4U6,EWC4U6,ESLEO6,CLN4U6,CHA3U8,CGC1D6,BMX3E8,BDP3O8,AWM3M8,AWC2O6,AWA3O8,ADP4O8,TXJ4E8,TXJ3E8,TXJ3E6,TXJ2O8,TXJ2O6,TXH3E8,TWJ4E8,TWJ3E8,TWJ3E6,TTL3C8,TTJ4E8,TTJ4C8,TTJ4C6,TTJ3O8,TTJ3C8,TTJ3C6,TTJ2O8,TTJ2O6,TTJ1O8,TTA3C8,TPJ4M8,TPJ3M8,TOJ4C8,TMY3C8,TMJ4C8,TMJ3E8,TMJ3C8,TMJ3C6,TMJ2O8,TMJ1O8,TIJ1O8,TIJ1O6,THS4M8,THJ4E8,THJ3E8,TGV4M8,TGJ4M8,TGJ4M6,TGJ3M8,TGJ2O8,TFJ3E8,TFJ3C8,TFJ3C6,TFJ2O8,TFB3E8,TEJ4M8,TEJ2O8,TEJ1O8,TDJ4M8,TDJ3M8,TDJ3M6,TDJ2O8,TDJ2O6,TCJ4E6,TCJ4C8,TCJ3E8,TCJ3E6,TCJ3C8,TCJ3C6,TCJ2O8,TCJ2O6,SVN3E8,SVN3E6,SPH4U6,SPH4C8,SPH3U8,SNC4M6,SNC2P8,SNC2L6,SNC2D8,SNC2D6,SNC1P8,SNC1P6,SNC1L8,SNC1L6,SNC1D8,SNC1D6,SCH4U8,SCH4C8,SCH4C6,SCH3U8,SBI4U8,SBI3U8,SBI3U6,SBI3C8,SBI3C6,PPL4O8,PPL3O8,PPL3O6,PPL2O8,PPL2O6,PPL1O8,PPL1O6,PAL4O8,PAL3O8,PAL2O8,PAL1O8,PAI4O8,PAI3O8,PAF4O8,PAF3O8,PAF3O6,PAD3O8,PAD3O6,OLC4O8,OLC4O6,NDA3M8,MPM2D8,MPM1D8,MPM1D6,MHF4U8,MFM2P8,MFM2P6,MFM1P8,MFM1P6,MEL4E8,MEL3E8,MEL3E6,MDM4U8,MDM4U6,MCV4U8,MCT4C8,MCR3U8,MCF3M8,MCF3M6,MBF3C6,MAT2L8,MAT2L6,MAT1L8,MAT1L6,MAP4C8,MAP4C6,IDC4U8,IDC4U6,ICS3U8,ICS3C8,HSP3U8,HSP3U6,HSP3C8,HPW3C8,HPD4E8,HPC3O8,HPC3O6,HIP3E8,HIF2O8,HIF1O8,HIF1O6,HFN2O8,HFN2O6,HFC3E8,HFC3E6,HFA4U8,HFA4C8,HFA4C6,GWL3O8,GWL3O6,GPP3O8,GPP3O6,GLS4O8,GLS4O6,GLS1O8,GLS1O6,GLN4O6,GLE3O8,GLE3O6,GLE2O6,GLE1O8,GLE1O6,GLD2O6,GLC2O6,FSF4U8,FIF3U8,FIF2D8,ENG4U6,ENG4E6,ENG4C8,ENG4C6,ENG3U8,ENG3U6,ENG3E6,ENG3C8,ENG3C6,ENG2P8,ENG2P6,ENG2L6,ENG2D6,ENG1P6,ENG1L6,ENG1D6,CLU3M8,CLU3M6,CLN4U8,CHV2O8,CHV2O6,CHC2P8,CHC2P6,CHC2L8,CGG3O8,CGF3M8,CGC1P8,CGC1P6,CGC1D8,BTT1O8,BTT1O6,BOH4M8,BMX3E6,BMI3C8,BMI3C6,BDI3C8,BDI3C6,BBI2O8,BBI2O6,BBB4M8,BAF3M8,BAF3M6,AWQ3M8,AWP3M1,AWK4M8,AWD4M8,AVI4M8,AVI4M6,AVI3O8,AVI3M8,AVI2O8,AVI2O6,AVI1O8,ASM4M8,ASM3O8,ASM3M8,ASM3M6,ASM2O8,AMV3M8,AMU4M8,AMU3M8,AMT4M8,AMT3O8,AMT3M8,AMI3M8,ADB4M8,ADB3O8,ADB3M8,ADA4M8,ADA3M8,ADA1O8,GLD2O8,TPJ3M6,TCJ4E8,GLN4O8,GLC2O8,ENG2L8,ENG1P8,ENG1L8,ENG1D8,MBF3C8,ENG4U8,ENG4E8,ENG3E8		1
32	CO.B	CO.B.2	B.2 - Skills for the Future	Skills for the Future: demonstrate the skills and knowledge developed or refined through the cooperative education experience, including skills and knowledge related to health, safety, and well-being and to relevant expectations from the related course or courses, and explain how they might use what they have learned in other aspects of their lives, now and in the future	Cooperative Education	22532	2473	1	1	222	0	4000	ENG2D8,AEA3O6,TDA3M6,HHG4M8,PAR4O8,PSK4U8,THJ4M8,ELS2O8,IDP4U8,DCO3O2,DCO3O1,ALC2O8,PAF1O8,CHG388,BOH4M6,TFB4E8,NDA3M6,CGW4C8,ELS2O6,BDV4C6,MHF4U6,PPI4T8,PSK4U6,HPD4C6,HIP4O6,FIF1D8,HHD3O8,TPJ4M6,PPZ3C8,HBD4T6,PLF4M8,HBD4T8,HNC3C8,ADP3M8,HIP4O8,TWJ4E6,HHS4C8,SCH3U1B,TTL4C8,HPD4C8,TCP3E8,HFC3M8,TTJ4E6,TTJ3E8,TMJ4C6,TMJ2O6,THS3M8,TGV3M8,TFJ4C8,TCC4E8,TCC4E6,SNC4E8,SNC4E6,SNC2L8,SCH4U6,ICS4U8,FSF2D8,FSF1P6,FIF4U8,FIF4U6,EWC4U6,ESLEO6,CLN4U6,CHA3U8,CGC1D6,BMX3E8,BDP3O8,AWM3M8,AWC2O6,AWA3O8,ADP4O8,TXJ4E8,TXJ3E8,TXJ3E6,TXJ2O8,TXJ2O6,TXH3E8,TWJ4E8,TWJ3E8,TWJ3E6,TTL3C8,TTJ4E8,TTJ4C8,TTJ4C6,TTJ3O8,TTJ3C8,TTJ3C6,TTJ2O8,TTJ2O6,TTJ1O8,TTA3C8,TPJ4M8,TPJ3M8,TOJ4C8,TMY3C8,TMJ4C8,TMJ3E8,TMJ3C8,TMJ3C6,TMJ2O8,TMJ1O8,TIJ1O8,TIJ1O6,THS4M8,THJ4E8,THJ3E8,TGV4M8,TGJ4M8,TGJ4M6,TGJ3M8,TGJ2O8,TFJ3E8,TFJ3C8,TFJ3C6,TFJ2O8,TFB3E8,TEJ4M8,TEJ2O8,TEJ1O8,TDJ4M8,TDJ3M8,TDJ3M6,TDJ2O8,TDJ2O6,TCJ4E6,TCJ4C8,TCJ3E8,TCJ3E6,TCJ3C8,TCJ3C6,TCJ2O8,TCJ2O6,SVN3E8,SVN3E6,SPH4U6,SPH4C8,SPH3U8,SNC4M6,SNC2P8,SNC2L6,SNC2D8,SNC2D6,SNC1P8,SNC1P6,SNC1L8,SNC1L6,SNC1D8,SNC1D6,SCH4U8,SCH4C8,SCH4C6,SCH3U8,SBI4U8,SBI3U8,SBI3U6,SBI3C8,SBI3C6,PPL4O8,PPL3O8,PPL3O6,PPL2O8,PPL2O6,PPL1O8,PPL1O6,PAL4O8,PAL3O8,PAL2O8,PAL1O8,PAI4O8,PAI3O8,PAF4O8,PAF3O8,PAF3O6,PAD3O8,PAD3O6,OLC4O8,OLC4O6,NDA3M8,MPM2D8,MPM1D8,MPM1D6,MHF4U8,MFM2P8,MFM2P6,MFM1P8,MFM1P6,MEL4E8,MEL3E8,MEL3E6,MDM4U8,MDM4U6,MCV4U8,MCT4C8,MCR3U8,MCF3M8,MCF3M6,MBF3C6,MAT2L8,MAT2L6,MAT1L8,MAT1L6,MAP4C8,MAP4C6,IDC4U8,IDC4U6,ICS3U8,ICS3C8,HSP3U8,HSP3U6,HSP3C8,HPW3C8,HPD4E8,HPC3O8,HPC3O6,HIP3E8,HIF2O8,HIF1O8,HIF1O6,HFN2O8,HFN2O6,HFC3E8,HFC3E6,HFA4U8,HFA4C8,HFA4C6,GWL3O8,GWL3O6,GPP3O8,GPP3O6,GLS4O8,GLS4O6,GLS1O8,GLS1O6,GLN4O6,GLE3O8,GLE3O6,GLE2O6,GLE1O8,GLE1O6,GLD2O6,GLC2O6,FSF4U8,FIF3U8,FIF2D8,ENG4U6,ENG4E6,ENG4C8,ENG4C6,ENG3U8,ENG3U6,ENG3E6,ENG3C8,ENG3C6,ENG2P8,ENG2P6,ENG2L6,ENG2D6,ENG1P6,ENG1L6,ENG1D6,CLU3M8,CLU3M6,CLN4U8,CHV2O8,CHV2O6,CHC2P8,CHC2P6,CHC2L8,CGG3O8,CGF3M8,CGC1P8,CGC1P6,CGC1D8,BTT1O8,BTT1O6,BOH4M8,BMX3E6,BMI3C8,BMI3C6,BDI3C8,BDI3C6,BBI2O8,BBI2O6,BBB4M8,BAF3M8,BAF3M6,AWQ3M8,AWP3M1,AWK4M8,AWD4M8,AVI4M8,AVI4M6,AVI3O8,AVI3M8,AVI2O8,AVI2O6,AVI1O8,ASM4M8,ASM3O8,ASM3M8,ASM3M6,ASM2O8,AMV3M8,AMU4M8,AMU3M8,AMT4M8,AMT3O8,AMT3M8,AMI3M8,ADB4M8,ADB3O8,ADB3M8,ADA4M8,ADA3M8,ADA1O8,GLD2O8,TPJ3M6,TCJ4E8,GLN4O8,GLC2O8,ENG2L8,ENG1P8,ENG1L8,ENG1D8,MBF3C8,ENG4U8,ENG4E8,ENG3E8		1
32	CO	CO.C	Strand: C - THE INQUIRY PROCESS	THE INQUIRY PROCESS	Cooperative Education	22532	2173	1	1	230	0	4000	DCO3O1,DCO3O2	1	1
32	CO.C	CO.C.1	C.1 - Exploration and Investigation	Exploration and Investigation: explore and investigate a topic, issue, or process relevant to the cooperative education experience, formulating questions to guide research, gathering information, and making connections to the cooperative education experience	Cooperative Education	22532	2473	1	1	231	0	4000	DCO3O1,DCO3O2		1
32	CO.C	CO.C.2	C.2 - Analysis and Communication	Analysis and Communication: analyse the information gathered through the investigation and communicate results, making connections to the cooperative education experience and other current and future endeavours	Cooperative Education	22532	2473	1	1	232	0	4000	DCO3O1,DCO3O2		1
32	CO	CO.D	Strand: D - BUILDING CAPACITY FOR LEARNING	BUILDING CAPACITY FOR LEARNING	Cooperative Education	22532	2173	1	1	240	0	4000	DCO3O1,DCO3O2	1	1
32	CO.D	CO.D.1	D.1 - Exploration and Investigation	Decision Making: demonstrate an understanding of decision making and analyse how the decisions they make can impact their cooperative education experience and their future endeavours	Cooperative Education	22532	2473	1	1	241	0	4000	DCO3O1,DCO3O2		1
32	CO.D	CO.D.2	D.2 - Analysis and Communication	Leadership: demonstrate an understanding of effective leadership and how they can incorporate it into their lives	Cooperative Education	22532	2473	1	1	242	0	4000	DCO3O1,DCO3O2		1
32	S9-12	CP3O	Politics in Action	Politics in Action	Canadian and World Studies	2205	1180	0	1	200	0	4000	CPC3O1		1
32	CP3O	CP3O.A	Strand: A - POLITICAL INQUIRY AND SKILL DEVELOPMENT	POLITICAL INQUIRY AND SKILL DEVELOPMENT	Canadian and World Studies	22532	2173	1	1	210	0	4000	CPC3O1	1	1
32	CP3O.A	CP3O.A.1	A.1 - Political Inquiry	use the political inquiry process and the concepts of political thinking when investigating issues of political importance in various communities and ways to address them;	Canadian and World Studies	22532	2473	1	1	211	0	4000	CPC3O1		1
32	CP3O.A	CP3O.A.2	A.2 - Developing Transferable Skills	apply in everyday contexts skills developed through investigations related to politics, and identify some careers in which a background in political studies might be an asset.	Canadian and World Studies	22532	2473	1	1	212	0	4000	CPC3O1		1
32	CP3O	CP3O.B	Strand: B - FOUNDATIONS OF POLITICAL ENGAGEMENT	FOUNDATIONS OF POLITICAL ENGAGEMENT	Canadian and World Studies	22532	2173	1	1	220	0	4000	CPC3O1	1	1
32	CP3O.B	CP3O.B.1	B.1 - Factors Affecting Political Engagement	analyse how various factors can contribute to, and present a barrier to, their own and others’ political engagement (FOCUS ON: Political Significance; Political Perspective)	Canadian and World Studies	22532	2473	1	1	221	0	4000	CPC3O1		1
32	CP3O.B	CP3O.B.2	B.2 - Issues of Political Importance	explain the political importance of some current issues and analyse various perspectives associated with these issues (FOCUS ON: Political Significance; Political Perspective)	Canadian and World Studies	22532	2473	1	1	222	0	4000	CPC3O1		1
32	CP3O.B	CP3O.B.3	B.3 - Causes, Impact, and Solutions	analyse some issues of political importance in terms of their causes, their impact, and ways in which they have been addressed (FOCUS ON: Objectives and Results; Stability and Change)	Canadian and World Studies	22532	2473	1	1	223	0	4000	CPC3O1		1
32	CP3O	CP3O.C	Strand: C - POLICY, POLITICS, AND DEMOCRATIC CHANGE	POLICY, POLITICS, AND DEMOCRATIC CHANGE	Canadian and World Studies	22532	2173	1	1	230	0	4000	CPC3O1	1	1
32	CP3O.C	CP3O.C.1	C.1 - The Influence of Individuals and Groups	analyse the objectives and strategies, and assess the influence, of individuals and groups in addressing issues of political importance (FOCUS ON: Objectives and Results; Political Perspective)	Canadian and World Studies	22532	2473	1	1	231	0	4000	CPC3O1		1
32	CP3O.C	CP3O.C.2	C.2 - Law and Policy in Canada	analyse the impact of some key changes in Canadian law and policy as well as the process for changing laws in Canada (FOCUS ON: Objectives and Results; Stability and Change)	Canadian and World Studies	22532	2473	1	1	232	0	4000	CPC3O1		1
32	CP3O.C	CP3O.C.3	C.3 - Political Change in Democratic Societies	demonstrate an understanding of factors that facilitate and present challenges to democratic political change (FOCUS ON: Political Significance; Political Perspective)	Canadian and World Studies	22532	2473	1	1	233	0	4000	CPC3O1		1
32	CP3O	CP3O.D	Strand: D - PERSONAL ACTION ON A POLITICAL ISSUE	PERSONAL ACTION ON A POLITICAL ISSUE	Canadian and World Studies	22532	2173	1	1	240	0	4000	CPC3O1	1	1
32	CP3O.D	CP3O.D.1	D.1 - Investigating an Issue	identify and analyse a political issue, with the goal of developing a personal plan of action to address this issue (FOCUS ON: Political Significance; Political Perspective)	Canadian and World Studies	22532	2473	1	1	241	0	4000	CPC3O1		1
32	CP3O.D	CP3O.D.2	D.2 - Developing a Plan of Action	identify a goal associated with the selected issue and construct an action plan to achieve that goal (FOCUS ON: Objectives and Results; Political Perspective)	Canadian and World Studies	22532	2473	1	1	242	0	4000	CPC3O1		1
32	CP3O.D	CP3O.D.3	D.3 - Considering Outcomes	analyse and reflect on possible outcome(s) of their plan (FOCUS ON: Objectives and Results; Stability and Change)	Canadian and World Studies	22532	2473	1	1	243	0	4000	CPC3O1		1
32	S9-12	CP4U	Canadian and International Politics	Canadian and International Politics	Canadian and World Studies	2205	1180	0	1	200	0	4000	CPW4U1		1
32	CP4U	CP4U.A	Strand: A - POLITICAL INQUIRY AND SKILL DEVELOPMENT	POLITICAL INQUIRY AND SKILL DEVELOPMENT	Canadian and World Studies	22532	2173	1	1	210	0	4000	CPW4U1	1	1
32	CP4U.A	CP4U.A.1	A.1 - Political Inquiry	use the political inquiry process and the concepts of political thinking when investigating issues, events, and developments of national and international political importance;	Canadian and World Studies	22532	2473	1	1	211	0	4000	CPW4U1		1
32	CP4U.A	CP4U.A.2	A.2 - Developing Transferable Skills	apply in everyday contexts skills developed through investigations related to politics, and identify various careers in which a background in political studies might be an asset.	Canadian and World Studies	22532	2473	1	1	212	0	4000	CPW4U1		1
32	CP4U	CP4U.B	Strand: B - POLITICAL FOUNDATIONS	POLITICAL FOUNDATIONS	Canadian and World Studies	22532	2173	1	1	220	0	4000	CPW4U1	1	1
32	CP4U.B	CP4U.B.1	B.1 - Political Thought	demonstrate an understanding of various political ideologies, theories, and concepts, and analyse their relevance to Canadian and international politics (FOCUS ON: Political Significance; Political Perspective)	Canadian and World Studies	22532	2473	1	1	221	0	4000	CPW4U1		1
32	CP4U.B	CP4U.B.2	B.2 - The Evolution of Modern Politics and International Relations	analyse the role of ideology, diplomacy, and conflict, including conflict related to decolonization, in the evolution of politics in and relations between various countries around the world in the past century (FOCUS ON: Political Significance; Stability and Change)	Canadian and World Studies	22532	2473	1	1	222	0	4000	CPW4U1		1
32	CP4U.B	CP4U.B.3	B.3 - Influences on Canadian and International Politics	analyse how social, economic, and geographic factors influence contemporary politics in and relations between various countries around the world (FOCUS ON: Objectives and Results; Political Perspective)	Canadian and World Studies	22532	2473	1	1	223	0	4000	CPW4U1		1
32	CP4U	CP4U.C	Strand: C - GOVERNMENTS AND CANADIAN AND INTERNATIONAL POLITICS	GOVERNMENTS AND CANADIAN AND INTERNATIONAL POLITICS	Canadian and World Studies	22532	2173	1	1	230	0	4000	CPW4U1	1	1
32	CP4U.C	CP4U.C.1	C.1 - The International Influence of Governments	analyse how strategies/practices used by a state or states can affect the policies and status of other states (FOCUS ON: Political Significance; Objectives and Results)	Canadian and World Studies	22532	2473	1	1	231	0	4000	CPW4U1		1
32	CP4U.C	CP4U.C.2	C.2 - Intergovernmental Cooperation	demonstrate an understanding of the role of intergovernmental cooperation in international politics (FOCUS ON: Objectives and Results; Stability and Change)	Canadian and World Studies	22532	2473	1	1	232	0	4000	CPW4U1		1
